id,name,domain,industry,sub,country,region,city,size,revenue,founded,traffic,tech,signals,funding_round,funding_amount,funding_date,description,pains
co_80,Vantagecore,vantagecore.com,HealthTech,Clinical AI,Canada,Ontario,Ottawa,753,$100M+,2001,658000,"[""Salesforce"",""Twilio"",""AWS"",""Epic""]","[""New executive hire"",""Launched new program"",""Website relaunch""]",,,,Vantagecore delivers clinical software to providers and care networks.,"[""procurement and privacy review"",""clinician adoption"",""reimbursement clarity""]"
co_81,Harbourworks,harbourworks.org,Nonprofit,Workforce Development,United States,Northeast,New York,32,$10M–$25M,1985,144000,"[""Raiser's Edge"",""Mailchimp"",""Salesforce NPSP""]",[],,,,"Harbourworks runs mission programs funded by grants, members and public partners.","[""grant-cycle dependence"",""capacity constraints"",""measuring program outcomes""]"
co_82,Coldwater Institute,coldwaterinstitute.com,Higher Education,University,United States,Midwest,Minneapolis,4137,$100M+,1973,482000,"[""Qualtrics"",""Slate CRM""]","[""Expanding to new region"",""Partnership announced"",""Job posts for AI roles""]",Series C,$40M,2024,"Coldwater Institute delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_83,Cardinalfield,cardinalfield.org,Fintech,Billing,Canada,Ontario,Ottawa,36,$10M–$25M,2014,597000,"[""Stripe"",""Plaid"",""Salesforce""]",[],,,,Cardinalfield builds regulated financial infrastructure for business customers.,"[""compliance overhead"",""long enterprise cycles"",""trust barrier with regulated buyers""]"
co_84,Verdantmark,verdantmark.ca,Corporate Training,Compliance Training,United States,Midwest,Detroit,672,$100M+,1997,42000,"[""Workday"",""Articulate""]",[],,,,Verdantmark designs and delivers workforce learning programs for enterprise clients.,"[""proving training ROI"",""low course completion"",""AI-skills gap across staff""]"
co_85,Dunefield,dunefield.com,Corporate Training,L&D,United States,West,Portland,299,$100M+,2010,523000,"[""LinkedIn Learning"",""Docebo"",""Articulate"",""Workday""]","[""Published AI policy"",""Launched new program"",""New executive hire""]",,,,Dunefield designs and delivers workforce learning programs for enterprise clients.,"[""proving training ROI"",""low course completion"",""AI-skills gap across staff""]"
co_86,Verdantcore,verdantcore.ca,HealthTech,Clinical AI,United Kingdom,Scotland,Glasgow,51,$10M–$25M,1982,638000,"[""Epic"",""Salesforce"",""Twilio""]","[""Recently funded""]",,,,Verdantcore delivers clinical software to providers and care networks.,"[""procurement and privacy review"",""clinician adoption"",""reimbursement clarity""]"
co_87,Draycott University,draycottuniversity.ca,Higher Education,Continuing Studies,United States,West,Los Angeles,910,$100M+,2010,793000,"[""Banner"",""Slate CRM"",""Canvas LMS""]","[""Website relaunch""]",Series A,$3.5M,2025,"Draycott University delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_88,Ironpoint,ironpoint.ca,EdTech,Credentialing,Canada,Ontario,Oshawa,34,$10M–$25M,2006,779000,"[""HubSpot"",""Stripe"",""AWS""]","[""Published AI policy""]",,,,"Ironpoint builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_89,Juniperworks,juniperworks.io,SaaS,Vertical SaaS,Canada,Quebec,Quebec City,49,$10M–$25M,1991,260000,"[""Snowflake"",""React"",""Stripe""]",[],,,,Juniperworks sells a B2B software platform to mid-market operations teams.,"[""CAC creeping up"",""flat pipeline coverage"",""outbound not converting""]"
co_90,Fernstack,fernstack.ca,EdTech,Credentialing,Canada,British Columbia,Victoria,355,$100M+,1991,190000,"[""Segment"",""AWS"",""HubSpot"",""Stripe""]","[""Hiring sales leaders"",""Partnership announced""]",,,,"Fernstack builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_91,Fernbrook College of Applied Arts,fernbrookcollegeof.com,Higher Education,University,Australia,NSW,Melbourne,1553,$100M+,2019,306000,"[""Canvas LMS"",""Zoom"",""Qualtrics""]",[],Series A,$250K,2022,"Fernbrook College of Applied Arts delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_92,Beaconrise,beaconrise.ca,Corporate Training,Compliance Training,United States,West,San Francisco,1084,$100M+,1982,500000,"[""Articulate"",""LinkedIn Learning""]",[],Series B,$8M,2025,Beaconrise designs and delivers workforce learning programs for enterprise clients.,"[""proving training ROI"",""low course completion"",""AI-skills gap across staff""]"
co_93,Mapleworks,mapleworks.ca,EdTech,Credentialing,United States,Northeast,Philadelphia,24,$5M–$10M,1978,235000,"[""Stripe"",""AWS""]","[""Conference exhibitor"",""Board expansion""]",,,,"Mapleworks builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_94,Umbragate,umbragate.co,Corporate Training,Leadership Development,United Kingdom,England,London,217,$50M–$100M,2010,21000,"[""Docebo"",""Articulate"",""LinkedIn Learning"",""Workday""]",[],,,,Umbragate designs and delivers workforce learning programs for enterprise clients.,"[""proving training ROI"",""low course completion"",""AI-skills gap across staff""]"
co_95,Nimbusscope,nimbusscope.com,Agency,Digital Consultancy,United States,Northeast,New York,978,$100M+,2021,561000,"[""Slack"",""Google Ads"",""HubSpot"",""Webflow""]",[],,,,"Nimbusscope is a client-services agency delivering brand, growth and digital work.","[""feast-or-famine pipeline"",""retainer churn"",""founder-led sales bottleneck""]"
co_96,Meridiangrove,meridiangrove.edu,Agency,Digital Consultancy,United States,South,Miami,48,$10M–$25M,2002,383000,"[""HubSpot"",""Webflow""]","[""Published AI policy"",""Website relaunch""]",Grant,$15M,2024,"Meridiangrove is a client-services agency delivering brand, growth and digital work.","[""feast-or-famine pipeline"",""retainer churn"",""founder-led sales bottleneck""]"
co_97,Kestrelpoint,kestrelpoint.org,Fintech,Payments,Canada,Quebec,Montreal,94,$25M–$50M,2004,32000,"[""Plaid"",""AWS"",""Salesforce"",""Stripe""]","[""Website relaunch""]",Series A,$3.5M,2024,Kestrelpoint builds regulated financial infrastructure for business customers.,"[""compliance overhead"",""long enterprise cycles"",""trust barrier with regulated buyers""]"
co_98,Brightworks,brightworks.com,Cybersecurity,Email Security,Canada,Ontario,Waterloo,12,$3M–$5M,1985,798000,"[""AWS"",""Okta""]",[],,,,Brightworks sells security tooling to engineering and risk teams.,"[""buyer alert fatigue"",""crowded category"",""proving risk reduction""]"
co_99,Dunescope,dunescope.org,Fintech,Treasury,United States,South,Atlanta,1037,$100M+,2011,861000,"[""AWS"",""Plaid"",""Stripe""]","[""Launched new program"",""New campus/office""]",,,,Dunescope builds regulated financial infrastructure for business customers.,"[""compliance overhead"",""long enterprise cycles"",""trust barrier with regulated buyers""]"
co_100,Onyxlabs,onyxlabs.org,EdTech,Tutoring,United Kingdom,England,Leeds,339,$100M+,2020,201000,"[""React"",""Stripe"",""HubSpot""]",[],,,,"Onyxlabs builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_101,Meridianforge,meridianforge.edu,EdTech,Assessment,United States,West,Seattle,17,$5M–$10M,1994,219000,"[""React"",""AWS""]","[""Board expansion""]",,,,"Meridianforge builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_102,Willowpath,willowpath.io,Nonprofit,Association,United States,Northeast,Philadelphia,13,$3M–$5M,1992,293000,"[""Raiser's Edge"",""Salesforce NPSP""]",[],,,,"Willowpath runs mission programs funded by grants, members and public partners.","[""grant-cycle dependence"",""capacity constraints"",""measuring program outcomes""]"
co_103,Willowwave,willowwave.edu,Nonprofit,Workforce Development,Canada,Ontario,London,67,$25M–$50M,2009,775000,"[""Salesforce NPSP"",""Raiser's Edge"",""Mailchimp""]","[""Website relaunch"",""Published AI policy""]",Series B,$8M,2024,"Willowwave runs mission programs funded by grants, members and public partners.","[""grant-cycle dependence"",""capacity constraints"",""measuring program outcomes""]"
co_104,Bellhaven Polytechnic,bellhavenpolytechn.co,Higher Education,University,Canada,Ontario,Toronto,2722,$100M+,2007,176000,"[""Canvas LMS"",""Qualtrics"",""Zoom"",""Slate CRM""]",[],Seed,$40M,2026,"Bellhaven Polytechnic delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_105,Umbragrove,umbragrove.edu,Professional Services,Accounting,Canada,Ontario,Hamilton,231,$50M–$100M,2020,635000,"[""Microsoft 365"",""Power BI""]",[],Series B,$15M,2026,Umbragrove is an advisory firm serving mid-market and public-sector clients.,"[""partner time spent on origination"",""undifferentiated positioning"",""referral dependence""]"
co_106,Juniperpeak,juniperpeak.co,Agency,Marketing Agency,United States,West,Seattle,71,$25M–$50M,2015,237000,"[""Slack"",""Figma"",""HubSpot"",""Google Ads""]","[""Launched new program""]",Series C,$8M,2024,"Juniperpeak is a client-services agency delivering brand, growth and digital work.","[""feast-or-famine pipeline"",""retainer churn"",""founder-led sales bottleneck""]"
co_107,Emberpoint,emberpoint.co,Corporate Training,Compliance Training,Canada,British Columbia,Victoria,848,$100M+,2006,448000,"[""Articulate"",""Docebo""]",[],,,,Emberpoint designs and delivers workforce learning programs for enterprise clients.,"[""proving training ROI"",""low course completion"",""AI-skills gap across staff""]"
co_108,Willowpeak,willowpeak.com,Cybersecurity,Cloud Security,Canada,Ontario,Hamilton,63,$10M–$25M,2019,861000,"[""CrowdStrike"",""AWS"",""Okta""]","[""Website relaunch"",""Partnership announced""]",,,,Willowpeak sells security tooling to engineering and risk teams.,"[""buyer alert fatigue"",""crowded category"",""proving risk reduction""]"
co_109,Anchorpoint,anchorpoint.com,Agency,Marketing Agency,Canada,Ontario,Hamilton,94,$25M–$50M,1983,623000,"[""Google Ads"",""Slack"",""Figma""]",[],,,,"Anchorpoint is a client-services agency delivering brand, growth and digital work.","[""feast-or-famine pipeline"",""retainer churn"",""founder-led sales bottleneck""]"
co_110,Lumenrise,lumenrise.co,SaaS,Developer Tools,United States,West,San Francisco,111,$25M–$50M,1991,27000,"[""Stripe"",""Segment"",""AWS"",""HubSpot""]",[],Seed,$15M,2024,Lumenrise sells a B2B software platform to mid-market operations teams.,"[""CAC creeping up"",""flat pipeline coverage"",""outbound not converting""]"
co_111,Anchorpeak,anchorpeak.co,Agency,Creative Studio,Canada,Ontario,London,121,$25M–$50M,1969,830000,"[""HubSpot"",""Google Ads"",""Webflow"",""Figma""]","[""Job posts for AI roles""]",,,,"Anchorpeak is a client-services agency delivering brand, growth and digital work.","[""feast-or-famine pipeline"",""retainer churn"",""founder-led sales bottleneck""]"
co_112,Alderloop,alderloop.co,HealthTech,Clinical AI,Canada,British Columbia,Victoria,57,$10M–$25M,1993,710000,"[""Twilio"",""Epic"",""Salesforce""]",[],,,,Alderloop delivers clinical software to providers and care networks.,"[""procurement and privacy review"",""clinician adoption"",""reimbursement clarity""]"
co_113,Creststack,creststack.edu,EdTech,Student Success,Canada,Ontario,Ottawa,77,$25M–$50M,1980,300000,"[""AWS"",""HubSpot""]","[""New executive hire""]",,,,"Creststack builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_114,Dunewave,dunewave.io,EdTech,LMS,United States,West,San Francisco,58,$10M–$25M,1988,871000,"[""React"",""Stripe"",""AWS""]","[""Published AI policy"",""Recently funded""]",,,,"Dunewave builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_115,Basinspan,basinspan.edu,Corporate Training,Leadership Development,United States,South,Nashville,517,$100M+,1987,303000,"[""LinkedIn Learning"",""Workday""]",[],,,,Basinspan designs and delivers workforce learning programs for enterprise clients.,"[""proving training ROI"",""low course completion"",""AI-skills gap across staff""]"
co_116,Duneloop,duneloop.io,SaaS,Productivity,Australia,NSW,Sydney,321,$100M+,1970,658000,"[""Segment"",""HubSpot"",""Snowflake"",""React""]",[],,,,Duneloop sells a B2B software platform to mid-market operations teams.,"[""CAC creeping up"",""flat pipeline coverage"",""outbound not converting""]"
co_117,Claremont College of Applied Arts,claremontcollegeof.edu,Higher Education,University,United States,West,Seattle,438,$100M+,2005,491000,"[""Banner"",""Zoom""]",[],,,,"Claremont College of Applied Arts delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_118,Lumenscope,lumenscope.io,HealthTech,Telehealth,United Kingdom,England,London,227,$50M–$100M,1984,772000,"[""Twilio"",""Epic"",""Salesforce""]","[""Expanding to new region"",""New executive hire""]",,,,Lumenscope delivers clinical software to providers and care networks.,"[""procurement and privacy review"",""clinician adoption"",""reimbursement clarity""]"
co_119,Harbourpath,harbourpath.io,EdTech,Student Success,Canada,Ontario,Toronto,1176,$100M+,1982,774000,"[""AWS"",""React"",""HubSpot"",""Segment""]","[""Conference exhibitor"",""Published AI policy"",""Website relaunch""]",,,,"Harbourpath builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_120,Cardinalstack,cardinalstack.ca,Professional Services,Engineering,Canada,Ontario,Waterloo,384,$100M+,1968,535000,"[""DocuSign"",""Microsoft 365""]","[""Recently funded"",""Hiring sales leaders""]",,,,Cardinalstack is an advisory firm serving mid-market and public-sector clients.,"[""partner time spent on origination"",""undifferentiated positioning"",""referral dependence""]"
co_121,Rowanhill College of Applied Arts,rowanhillcollegeof.org,Higher Education,University,Canada,Ontario,Waterloo,557,$100M+,1992,361000,"[""Qualtrics"",""Canvas LMS""]","[""Job posts for AI roles"",""Hiring sales leaders"",""Partnership announced""]",,,,"Rowanhill College of Applied Arts delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_122,Compassforge,compassforge.co,Corporate Training,Leadership Development,United States,West,Seattle,55,$10M–$25M,2005,445000,"[""Workday"",""Articulate""]",[],,,,Compassforge designs and delivers workforce learning programs for enterprise clients.,"[""proving training ROI"",""low course completion"",""AI-skills gap across staff""]"
co_123,Alderfield,alderfield.com,EdTech,Credentialing,Canada,Ontario,Toronto,341,$100M+,2010,827000,"[""React"",""AWS""]",[],,,,"Alderfield builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_124,Dunepoint,dunepoint.io,Agency,Creative Studio,United States,South,Miami,16,$5M–$10M,2002,172000,"[""Slack"",""Figma"",""HubSpot""]","[""Published AI policy"",""Hiring sales leaders""]",,,,"Dunepoint is a client-services agency delivering brand, growth and digital work.","[""feast-or-famine pipeline"",""retainer churn"",""founder-led sales bottleneck""]"
co_125,Highfield Institute,highfieldinstitute.io,Higher Education,University,United Kingdom,England,London,3571,$100M+,2004,367000,"[""Banner"",""Canvas LMS""]","[""New campus/office"",""Partnership announced""]",,,,"Highfield Institute delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_126,Ridgewave,ridgewave.io,Fintech,Payroll,Germany,Bavaria,Munich,887,$100M+,1980,278000,"[""Snowflake"",""Salesforce""]","[""Expanding to new region""]",,,,Ridgewave builds regulated financial infrastructure for business customers.,"[""compliance overhead"",""long enterprise cycles"",""trust barrier with regulated buyers""]"
co_127,Yarrowshift,yarrowshift.com,Professional Services,Engineering,Canada,Alberta,Edmonton,59,$10M–$25M,1972,104000,"[""Salesforce"",""Microsoft 365""]",[],Series B,$15M,2024,Yarrowshift is an advisory firm serving mid-market and public-sector clients.,"[""partner time spent on origination"",""undifferentiated positioning"",""referral dependence""]"
co_128,Kingsmere College of Applied Arts,kingsmerecollegeof.org,Higher Education,Continuing Studies,Canada,Ontario,Waterloo,413,$100M+,1997,227000,"[""Canvas LMS"",""Slate CRM""]",[],,,,"Kingsmere College of Applied Arts delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_129,Pinnaclestack,pinnaclestack.org,Nonprofit,Association,Canada,Quebec,Montreal,95,$25M–$50M,1977,565000,"[""Salesforce NPSP"",""Raiser's Edge"",""Mailchimp""]",[],,,,"Pinnaclestack runs mission programs funded by grants, members and public partners.","[""grant-cycle dependence"",""capacity constraints"",""measuring program outcomes""]"
co_130,Vantagescope,vantagescope.edu,SaaS,Analytics,Canada,Ontario,Hamilton,230,$50M–$100M,2023,325000,"[""HubSpot"",""AWS""]",[],,,,Vantagescope sells a B2B software platform to mid-market operations teams.,"[""CAC creeping up"",""flat pipeline coverage"",""outbound not converting""]"
co_131,Ironworks,ironworks.org,Fintech,Payroll,Canada,Ontario,Oshawa,149,$50M–$100M,2012,64000,"[""Plaid"",""Snowflake"",""Salesforce"",""Stripe""]","[""Recently funded"",""Launched new program""]",,,,Ironworks builds regulated financial infrastructure for business customers.,"[""compliance overhead"",""long enterprise cycles"",""trust barrier with regulated buyers""]"
co_132,Grantham Institute,granthaminstitute.co,Higher Education,College,Canada,Ontario,London,1215,$100M+,2024,348000,"[""Slate CRM"",""Canvas LMS"",""Qualtrics""]","[""Launched new program""]",,,,"Grantham Institute delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_133,Arborlabs,arborlabs.io,Corporate Training,Leadership Development,Netherlands,Randstad,Amsterdam,220,$50M–$100M,2018,244000,"[""Articulate"",""Docebo"",""Workday"",""LinkedIn Learning""]",[],Series C,$3.5M,2025,Arborlabs designs and delivers workforce learning programs for enterprise clients.,"[""proving training ROI"",""low course completion"",""AI-skills gap across staff""]"
co_134,Yarrowpeak,yarrowpeak.ca,Agency,Marketing Agency,United States,South,Miami,745,$100M+,1973,739000,"[""HubSpot"",""Webflow""]","[""Published AI policy""]",,,,"Yarrowpeak is a client-services agency delivering brand, growth and digital work.","[""feast-or-famine pipeline"",""retainer churn"",""founder-led sales bottleneck""]"
co_135,Pinnacleline,pinnacleline.io,Agency,Creative Studio,Ireland,Leinster,Dublin,46,$10M–$25M,2005,739000,"[""Figma"",""Google Ads"",""Webflow"",""Slack""]","[""Website relaunch""]",Seed,$3.5M,2024,"Pinnacleline is a client-services agency delivering brand, growth and digital work.","[""feast-or-famine pipeline"",""retainer churn"",""founder-led sales bottleneck""]"
co_136,Quarryloop,quarryloop.com,Cybersecurity,Email Security,Canada,Quebec,Montreal,23,$5M–$10M,1996,167000,"[""Okta"",""AWS"",""Snowflake"",""CrowdStrike""]","[""Expanding to new region""]",,,,Quarryloop sells security tooling to engineering and risk teams.,"[""buyer alert fatigue"",""crowded category"",""proving risk reduction""]"
co_137,Sterling Institute,sterlinginstitute.com,Higher Education,College,Canada,British Columbia,Burnaby,1656,$100M+,1979,608000,"[""Qualtrics"",""Banner"",""Slate CRM""]","[""Board expansion""]",Series A,$3.5M,2023,"Sterling Institute delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_138,Rowanhill University,rowanhilluniversit.co,Higher Education,Polytechnic,United States,Midwest,Chicago,2856,$100M+,1980,239000,"[""Banner"",""Canvas LMS""]",[],Series C,$250K,2024,"Rowanhill University delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_139,Vantagemark,vantagemark.io,SaaS,HR Tech,Canada,Ontario,London,24,$5M–$10M,1983,632000,"[""Segment"",""Snowflake""]","[""New campus/office"",""Launched new program"",""Published AI policy""]",,,,Vantagemark sells a B2B software platform to mid-market operations teams.,"[""CAC creeping up"",""flat pipeline coverage"",""outbound not converting""]"
co_140,Basinrise,basinrise.ca,Nonprofit,Foundation,Canada,Ontario,Waterloo,197,$50M–$100M,1972,176000,"[""Raiser's Edge"",""Salesforce NPSP""]",[],Series B,$15M,2026,"Basinrise runs mission programs funded by grants, members and public partners.","[""grant-cycle dependence"",""capacity constraints"",""measuring program outcomes""]"
co_141,Cedarpeak,cedarpeak.com,Fintech,Lending,Germany,Bavaria,Munich,40,$10M–$25M,2003,299000,"[""Stripe"",""Snowflake"",""Salesforce""]","[""Hiring sales leaders"",""Partnership announced""]",,,,Cedarpeak builds regulated financial infrastructure for business customers.,"[""compliance overhead"",""long enterprise cycles"",""trust barrier with regulated buyers""]"
co_142,Ravenscourt University,ravenscourtunivers.com,Higher Education,University,Canada,Ontario,Hamilton,363,$100M+,1994,314000,"[""Banner"",""Slate CRM""]",[],,,,"Ravenscourt University delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_143,Basinscope,basinscope.io,Corporate Training,Leadership Development,Australia,NSW,Sydney,98,$25M–$50M,1997,268000,"[""Articulate"",""LinkedIn Learning""]","[""Website relaunch"",""Expanding to new region""]",Series B,$1.2M,2024,Basinscope designs and delivers workforce learning programs for enterprise clients.,"[""proving training ROI"",""low course completion"",""AI-skills gap across staff""]"
co_144,Arborgate,arborgate.edu,Cybersecurity,Email Security,United States,South,Austin,1013,$100M+,1979,704000,"[""AWS"",""Snowflake"",""CrowdStrike""]",[],Series B,$1.2M,2024,Arborgate sells security tooling to engineering and risk teams.,"[""buyer alert fatigue"",""crowded category"",""proving risk reduction""]"
co_145,Umbrarise,umbrarise.io,Corporate Training,Leadership Development,United States,West,San Francisco,79,$25M–$50M,2009,137000,"[""Workday"",""Docebo"",""Articulate"",""LinkedIn Learning""]","[""New executive hire"",""Hiring sales leaders"",""Board expansion""]",,,,Umbrarise designs and delivers workforce learning programs for enterprise clients.,"[""proving training ROI"",""low course completion"",""AI-skills gap across staff""]"
co_146,Basinforge,basinforge.com,Agency,Creative Studio,United Kingdom,England,London,27,$5M–$10M,1997,883000,"[""HubSpot"",""Slack""]","[""New campus/office"",""Conference exhibitor""]",Series B,$250K,2022,"Basinforge is a client-services agency delivering brand, growth and digital work.","[""feast-or-famine pipeline"",""retainer churn"",""founder-led sales bottleneck""]"
co_147,Northpath,northpath.co,Fintech,Payroll,United States,West,San Francisco,24,$5M–$10M,2020,129000,"[""AWS"",""Salesforce""]",[],Grant,$8M,2024,Northpath builds regulated financial infrastructure for business customers.,"[""compliance overhead"",""long enterprise cycles"",""trust barrier with regulated buyers""]"
co_148,Anchorrise,anchorrise.ca,Corporate Training,L&D,United States,Midwest,Minneapolis,162,$50M–$100M,1973,221000,"[""LinkedIn Learning"",""Workday"",""Articulate""]","[""Published AI policy"",""Conference exhibitor""]",Grant,$15M,2024,Anchorrise designs and delivers workforce learning programs for enterprise clients.,"[""proving training ROI"",""low course completion"",""AI-skills gap across staff""]"
co_149,Crestwood Polytechnic,crestwoodpolytechn.co,Higher Education,College,United Kingdom,Scotland,Edinburgh,3864,$100M+,1986,745000,"[""Slate CRM"",""Canvas LMS""]",[],,,,"Crestwood Polytechnic delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_150,Basinwave,basinwave.org,Professional Services,Accounting,Netherlands,Randstad,Rotterdam,37,$10M–$25M,1970,442000,"[""DocuSign"",""Microsoft 365"",""Power BI""]",[],Seed,$15M,2023,Basinwave is an advisory firm serving mid-market and public-sector clients.,"[""partner time spent on origination"",""undifferentiated positioning"",""referral dependence""]"
co_151,Verdantline,verdantline.org,Nonprofit,Workforce Development,United Kingdom,Scotland,Edinburgh,60,$10M–$25M,2024,18000,"[""Salesforce NPSP"",""Mailchimp""]","[""Launched new program"",""New executive hire"",""Job posts for AI roles""]",,,,"Verdantline runs mission programs funded by grants, members and public partners.","[""grant-cycle dependence"",""capacity constraints"",""measuring program outcomes""]"
co_152,Aldergate,aldergate.com,Professional Services,Engineering,Germany,Bavaria,Berlin,63,$10M–$25M,1983,503000,"[""Microsoft 365"",""Power BI"",""DocuSign""]","[""Website relaunch"",""Launched new program""]",,,,Aldergate is an advisory firm serving mid-market and public-sector clients.,"[""partner time spent on origination"",""undifferentiated positioning"",""referral dependence""]"
co_153,Cedarforge,cedarforge.edu,Fintech,Treasury,Canada,Ontario,Hamilton,68,$25M–$50M,1987,122000,"[""Snowflake"",""Salesforce"",""AWS"",""Stripe""]",[],,,,Cedarforge builds regulated financial infrastructure for business customers.,"[""compliance overhead"",""long enterprise cycles"",""trust barrier with regulated buyers""]"
co_154,Maplewave,maplewave.io,EdTech,LMS,United States,Midwest,Chicago,24,$5M–$10M,2005,111000,"[""Segment"",""AWS"",""Stripe"",""React""]","[""Published AI policy"",""Job posts for AI roles"",""New executive hire""]",Series B,$15M,2023,"Maplewave builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_155,Yarrowworks,yarrowworks.edu,Professional Services,Law,United Kingdom,England,Bristol,384,$100M+,1988,853000,"[""Microsoft 365"",""DocuSign"",""Salesforce"",""Power BI""]","[""Expanding to new region"",""Partnership announced"",""Launched new program""]",Series B,$3.5M,2025,Yarrowworks is an advisory firm serving mid-market and public-sector clients.,"[""partner time spent on origination"",""undifferentiated positioning"",""referral dependence""]"
co_156,Ridgeshift,ridgeshift.io,Corporate Training,Leadership Development,United States,Midwest,Minneapolis,1131,$100M+,1993,57000,"[""Articulate"",""Workday""]","[""Expanding to new region""]",,,,Ridgeshift designs and delivers workforce learning programs for enterprise clients.,"[""proving training ROI"",""low course completion"",""AI-skills gap across staff""]"
co_157,Verdantlabs,verdantlabs.com,Professional Services,Accounting,United Kingdom,England,London,186,$50M–$100M,2022,889000,"[""Microsoft 365"",""DocuSign"",""Power BI"",""Salesforce""]","[""New executive hire"",""Expanding to new region""]",Series C,$15M,2025,Verdantlabs is an advisory firm serving mid-market and public-sector clients.,"[""partner time spent on origination"",""undifferentiated positioning"",""referral dependence""]"
co_158,Tamarackspan,tamarackspan.co,EdTech,Tutoring,Canada,British Columbia,Vancouver,30,$5M–$10M,2007,249000,"[""Segment"",""React"",""AWS"",""HubSpot""]",[],,,,"Tamarackspan builds learning software sold into schools, colleges and corporate training teams.","[""long institutional sales cycles"",""procurement friction"",""seat expansion stalls"",""differentiating against incumbents""]"
co_159,Eastvale College of Applied Arts,eastvalecollegeofa.com,Higher Education,University,Canada,Quebec,Montreal,1483,$100M+,1983,612000,"[""Canvas LMS"",""Slate CRM""]",[],,,,"Eastvale College of Applied Arts delivers accredited programs and is modernizing curriculum, assessment and learner supports.","[""enrolment decline"",""AI academic-integrity policy gaps"",""faculty upskilling backlog"",""program approval timelines""]"
co_160,Driftforge,driftforge.ca,Cybersecurity,Email Security,Canada,Ontario,Ottawa,57,$10M–$25M,2015,730000,"[""Snowflake"",""Okta""]",[],,,,Driftforge sells security tooling to engineering and risk teams.,"[""buyer alert fatigue"",""crowded category"",""proving risk reduction""]"
